"","ISO","year","totdeath","armconf1","matmor","infmor","neomor","under5mor","earthquake","drought"
"401","BLR",2000,NA,NA,22,9.9,6,12.7,NA,NA
"402","BLR",2001,NA,NA,19,9.2,5.5,11.8,NA,NA
"403","BLR",2002,NA,NA,18,8.5,5,10.9,NA,NA
"404","BLR",2003,NA,NA,15,7.8,4.5,10.1,NA,NA
"405","BLR",2004,NA,NA,13,7.3,4,9.4,NA,NA
"406","BLR",2005,NA,NA,11,6.7,3.5,8.7,NA,NA
"407","BLR",2006,NA,NA,9,6.2,3,8,NA,NA
"408","BLR",2007,NA,NA,7,5.6,2.6,7.3,NA,NA
"409","BLR",2008,NA,NA,6,5.1,2.2,6.6,NA,NA
"410","BLR",2009,NA,NA,6,4.6,2,6.1,NA,NA
"411","BLR",2010,NA,NA,5,4.3,1.8,5.6,NA,NA
"412","BLR",2011,NA,NA,5,3.9,1.7,5.2,NA,NA
"413","BLR",2012,NA,NA,4,3.7,1.7,4.9,NA,NA
"414","BLR",2013,NA,NA,3,3.5,1.7,4.6,NA,NA
"415","BLR",2014,NA,NA,3,3.3,1.6,4.3,NA,NA
"416","BLR",2015,NA,NA,3,3.1,1.6,4.1,NA,NA
"417","BLR",2016,NA,NA,3,2.9,1.5,3.9,NA,NA
"418","BLR",2017,NA,NA,2,2.7,1.4,3.6,NA,NA
"419","BLR",2018,NA,NA,NA,2.5,1.2,3.4,NA,NA
"420","BLR",2019,NA,NA,NA,2.4,1.1,3.1,NA,NA
"421","BLZ",2000,NA,NA,89,20,12,23.6,NA,NA
"422","BLZ",2001,NA,NA,88,19.4,11.6,22.8,NA,NA
"423","BLZ",2002,NA,NA,82,18.9,11.1,22.2,NA,NA
"424","BLZ",2003,NA,NA,80,18.5,10.6,21.7,NA,NA
"425","BLZ",2004,NA,NA,75,18.2,10,21.3,NA,NA
"426","BLZ",2005,NA,NA,70,17.9,9.4,20.9,NA,NA
"427","BLZ",2006,NA,NA,65,17.6,8.7,20.6,NA,NA
"428","BLZ",2007,NA,NA,61,17.3,8.4,20.3,NA,NA
"429","BLZ",2008,NA,NA,59,17,8.4,19.9,NA,NA
"430","BLZ",2009,NA,NA,57,16.6,8.7,19.4,NA,NA
"431","BLZ",2010,NA,NA,54,16.2,9.3,18.9,NA,NA
"432","BLZ",2011,NA,NA,52,15.7,10,18.3,NA,NA
"433","BLZ",2012,NA,NA,50,15.2,10.4,17.7,NA,NA
"434","BLZ",2013,NA,NA,48,14.6,10.5,16.9,NA,NA
"435","BLZ",2014,NA,NA,46,13.9,10.4,16.1,NA,NA
"436","BLZ",2015,NA,NA,43,13.2,10.1,15.3,NA,NA
"437","BLZ",2016,NA,NA,39,12.5,9.6,14.5,NA,NA
"438","BLZ",2017,NA,NA,36,11.8,9.1,13.7,NA,NA
"439","BLZ",2018,NA,NA,NA,11.1,8.6,12.9,NA,NA
"440","BLZ",2019,NA,NA,NA,10.6,8.1,12.3,NA,NA
"441","BOL",2000,NA,NA,331,55.9,29.6,75.6,0,1
"442","BOL",2001,1,1,320,53.1,28.7,71.3,NA,NA
"443","BOL",2002,NA,NA,309,50.4,28,67.2,NA,NA
"444","BOL",2003,NA,NA,297,47.8,27.4,63.3,NA,NA
"445","BOL",2004,NA,NA,283,45.4,26.8,59.6,0,1
"446","BOL",2005,NA,NA,271,43.1,26.2,56.2,NA,NA
"447","BOL",2006,NA,NA,258,40.8,25.5,52.9,NA,NA
"448","BOL",2007,NA,NA,246,38.7,24.7,49.8,NA,NA
"449","BOL",2008,NA,NA,234,36.7,23.7,46.9,0,1
"450","BOL",2009,NA,NA,222,34.8,22.8,44.1,NA,NA
"451","BOL",2010,NA,NA,212,33,21.8,41.6,0,1
"452","BOL",2011,NA,NA,202,31.2,20.8,39.2,NA,NA
"453","BOL",2012,NA,NA,192,29.6,19.9,37,NA,NA
"454","BOL",2013,NA,NA,184,28,18.7,34.9,0,1
"455","BOL",2014,NA,NA,175,26.6,17.6,33,0,1
"456","BOL",2015,NA,NA,168,25.4,16.7,31.3,NA,NA
"457","BOL",2016,NA,NA,161,24.3,15.9,29.9,0,1
"458","BOL",2017,NA,NA,155,23.2,15.2,28.6,NA,NA
"459","BOL",2018,NA,NA,NA,22.3,14.6,27.4,NA,NA
"460","BOL",2019,NA,NA,NA,21.5,14,26.3,NA,NA
"461","BRA",2000,1,1,69,30.4,18.5,34.7,NA,NA
"462","BRA",2001,1,1,68,28.5,17.6,32.5,0,1
"463","BRA",2002,1,1,69,26.8,16.7,30.4,0,1
"464","BRA",2003,1,1,70,25.1,15.8,28.4,NA,NA
"465","BRA",2004,1,1,71,23.5,15,26.5,0,1
"466","BRA",2005,1,1,71,22,14.2,24.8,0,1
"467","BRA",2006,1,1,72,20.7,13.5,23.2,NA,NA
"468","BRA",2007,1,1,71,19.5,12.8,21.8,1,1
"469","BRA",2008,1,1,70,18.4,12.2,20.6,NA,NA
"470","BRA",2009,1,1,69,17.5,11.6,19.5,NA,NA
"471","BRA",2010,1,1,65,16.7,11.1,18.6,0,1
"472","BRA",2011,1,1,61,16,10.7,17.9,NA,NA
"473","BRA",2012,1,1,60,15.4,10.3,17.2,0,1
"474","BRA",2013,1,1,61,14.9,10,16.7,NA,NA
"475","BRA",2014,1,1,62,14.6,9.7,16.3,0,1
"476","BRA",2015,1,1,63,14.2,9.5,15.9,NA,NA
"477","BRA",2016,1,1,62,15,10,16.7,NA,NA
"478","BRA",2017,1,1,60,13.8,9.3,15.4,NA,NA
"479","BRA",2018,1,1,NA,13.6,9.2,15.2,NA,NA
"480","BRA",2019,1,1,NA,13.3,8.9,14.9,NA,NA
"481","BRB",2000,NA,NA,50,13.7,9.3,15.1,NA,NA
"482","BRB",2001,NA,NA,48,14,9.3,15.3,NA,NA
"483","BRB",2002,NA,NA,47,14.2,9.5,15.5,NA,NA
"484","BRB",2003,NA,NA,45,14.3,9.6,15.7,NA,NA
"485","BRB",2004,NA,NA,43,14.4,9.8,15.7,NA,NA
"486","BRB",2005,NA,NA,42,14.4,9.9,15.7,NA,NA
"487","BRB",2006,NA,NA,41,14.3,10,15.6,NA,NA
"488","BRB",2007,NA,NA,40,14.2,10.1,15.4,1,0
"489","BRB",2008,NA,NA,39,14.1,10.1,15.3,NA,NA
"490","BRB",2009,NA,NA,38,13.9,10,15.1,NA,NA
"491","BRB",2010,NA,NA,36,13.8,10,15,0,1
"492","BRB",2011,NA,NA,35,13.7,9.9,14.8,NA,NA
"493","BRB",2012,NA,NA,34,13.6,9.8,14.7,NA,NA
"494","BRB",2013,NA,NA,32,13.5,9.7,14.6,NA,NA
"495","BRB",2014,NA,NA,31,13.3,9.5,14.3,NA,NA
"496","BRB",2015,NA,NA,31,13,9.3,14,NA,NA
"497","BRB",2016,NA,NA,30,12.7,9.1,13.7,NA,NA
"498","BRB",2017,NA,NA,27,12.4,8.9,13.4,NA,NA
"499","BRB",2018,NA,NA,NA,12.1,8.6,13,NA,NA
"500","BRB",2019,NA,NA,NA,11.7,8.4,12.6,NA,NA
"501","BRN",2000,NA,NA,28,8.2,5,10.3,NA,NA
"502","BRN",2001,NA,NA,28,8,5,10.1,NA,NA
"503","BRN",2002,NA,NA,29,7.9,5,9.8,NA,NA
"504","BRN",2003,NA,NA,30,7.8,5,9.7,NA,NA
"505","BRN",2004,NA,NA,30,7.7,5,9.6,NA,NA
"506","BRN",2005,NA,NA,29,7.7,5,9.5,NA,NA
"507","BRN",2006,NA,NA,28,7.7,4.9,9.5,NA,NA
"508","BRN",2007,NA,NA,27,7.7,4.9,9.5,NA,NA
"509","BRN",2008,NA,NA,27,7.7,4.8,9.5,NA,NA
"510","BRN",2009,NA,NA,27,7.8,4.8,9.6,NA,NA
"511","BRN",2010,NA,NA,28,7.9,4.8,9.7,NA,NA
"512","BRN",2011,NA,NA,28,8.1,4.8,9.8,NA,NA
"513","BRN",2012,NA,NA,29,8.2,4.8,10,NA,NA
"514","BRN",2013,NA,NA,28,8.4,4.9,10.2,NA,NA
"515","BRN",2014,NA,NA,29,8.6,5,10.4,NA,NA
"516","BRN",2015,NA,NA,30,8.8,5.2,10.6,NA,NA
"517","BRN",2016,NA,NA,31,9,5.4,10.8,NA,NA
"518","BRN",2017,NA,NA,31,9.2,5.6,11,NA,NA
"519","BRN",2018,NA,NA,NA,9.4,5.8,11.2,NA,NA
"520","BRN",2019,NA,NA,NA,9.6,6,11.4,NA,NA
"521","BTN",2000,NA,NA,423,57.5,31.8,77.2,NA,NA
"522","BTN",2001,NA,NA,384,54.8,30.9,72.9,NA,NA
"523","BTN",2002,NA,NA,365,52.2,30,68.9,NA,NA
"524","BTN",2003,NA,NA,348,49.7,29,65,NA,NA
"525","BTN",2004,NA,NA,332,47.2,28,61.2,NA,NA
"526","BTN",2005,0,0,310,44.7,27.1,57.5,NA,NA
"527","BTN",2006,NA,NA,291,42.3,26.2,54.1,NA,NA
"528","BTN",2007,NA,NA,275,40.1,25.3,50.8,NA,NA
"529","BTN",2008,NA,NA,264,38,24.4,47.8,NA,NA
"530","BTN",2009,NA,NA,255,36,23.4,44.9,1,0
"531","BTN",2010,NA,NA,247,34.1,22.5,42.4,NA,NA
"532","BTN",2011,NA,NA,239,32.4,21.6,40,1,0
"533","BTN",2012,NA,NA,231,31,20.8,38,NA,NA
"534","BTN",2013,NA,NA,223,29.6,20.1,36.2,NA,NA
"535","BTN",2014,NA,NA,214,28.5,19.3,34.6,NA,NA
"536","BTN",2015,NA,NA,203,27.4,18.4,33.1,NA,NA
"537","BTN",2016,NA,NA,193,26.5,17.6,31.9,NA,NA
"538","BTN",2017,NA,NA,183,25.6,17,30.7,NA,NA
"539","BTN",2018,NA,NA,NA,24.7,16.3,29.6,NA,NA
"540","BTN",2019,NA,NA,NA,23.9,15.7,28.6,NA,NA
"541","BWA",2000,NA,NA,262,45.2,16.6,80.5,NA,NA
"542","BWA",2001,NA,NA,271,44.6,17,80,NA,NA
"543","BWA",2002,NA,NA,278,43.9,17.8,78.3,NA,NA
"544","BWA",2003,NA,NA,278,43.1,18.7,76.1,NA,NA
"545","BWA",2004,NA,NA,264,42.1,19.6,72.7,NA,NA
"546","BWA",2005,NA,NA,239,38.9,20.4,67,NA,NA
"547","BWA",2006,NA,NA,221,38.1,21,61.5,NA,NA
"548","BWA",2007,NA,NA,209,39.5,21.6,58.6,NA,NA
"549","BWA",2008,NA,NA,203,40.3,22,57.6,NA,NA
"550","BWA",2009,NA,NA,189,40.1,22.4,55.3,NA,NA
"551","BWA",2010,NA,NA,179,39.5,22.7,51.4,NA,NA
"552","BWA",2011,NA,NA,176,41.1,22.9,51.9,NA,NA
"553","BWA",2012,NA,NA,170,40.2,23.1,50.8,NA,NA
"554","BWA",2013,NA,NA,164,39.4,23.2,49.6,NA,NA
"555","BWA",2014,NA,NA,160,40.1,23.3,50.2,NA,NA
"556","BWA",2015,NA,NA,156,39.6,23.3,49.7,0,1
"557","BWA",2016,NA,NA,151,39.3,23.2,49.2,NA,NA
"558","BWA",2017,NA,NA,144,38.2,23,47.8,NA,NA
"559","BWA",2018,NA,NA,NA,37.6,22.7,47,NA,NA
"560","BWA",2019,NA,NA,NA,36.9,22.3,45.9,0,1
"561","CAF",2000,1,1,1280,109.9,49,168.9,NA,NA
"562","CAF",2001,1,1,1290,109.2,48.9,167.4,NA,NA
"563","CAF",2002,1,1,1280,108.5,48.7,165.8,NA,NA
"564","CAF",2003,1,1,1250,107.7,48.6,164.2,NA,NA
"565","CAF",2004,1,1,1230,106.9,48.4,162.5,NA,NA
"566","CAF",2005,1,1,1200,106.1,48.2,160.8,NA,NA
"567","CAF",2006,1,1,1170,104.8,48,158.3,NA,NA
"568","CAF",2007,1,1,1130,103.7,47.7,155.6,NA,NA
"569","CAF",2008,1,1,1090,102.5,47.2,152.8,NA,NA
"570","CAF",2009,1,1,1050,100.6,46.7,148.9,NA,NA
"571","CAF",2010,1,1,1000,99,46.1,145,NA,NA
"572","CAF",2011,1,1,981,96.7,45.5,140.5,NA,NA
"573","CAF",2012,1,1,963,94.5,44.7,136.2,NA,NA
"574","CAF",2013,1,1,1030,93,43.9,132.5,NA,NA
"575","CAF",2014,1,1,961,90.5,43.2,128.2,NA,NA
"576","CAF",2015,1,1,912,87.9,42.5,123.3,NA,NA
"577","CAF",2016,1,1,890,85.6,41.7,118.2,NA,NA
"578","CAF",2017,1,1,829,83.8,41,114.5,NA,NA
"579","CAF",2018,1,1,NA,81.6,40.2,111.1,NA,NA
"580","CAF",2019,1,1,NA,79.1,39.6,106.6,NA,NA
"581","CAN",2000,1,1,9,5.3,3.8,6.2,NA,NA
"582","CAN",2001,1,1,10,5.3,3.8,6.2,NA,NA
"583","CAN",2002,1,1,10,5.3,3.9,6.2,NA,NA
"584","CAN",2003,NA,NA,10,5.3,3.9,6.2,NA,NA
"585","CAN",2004,NA,NA,10,5.3,3.9,6.1,NA,NA
"586","CAN",2005,NA,NA,11,5.2,3.9,6.1,NA,NA
"587","CAN",2006,NA,NA,11,5.2,3.9,6,NA,NA
"588","CAN",2007,NA,NA,11,5.1,3.8,6,NA,NA
"589","CAN",2008,NA,NA,12,5.1,3.8,5.9,NA,NA
"590","CAN",2009,NA,NA,12,5,3.8,5.8,NA,NA
"591","CAN",2010,NA,NA,11,5,3.8,5.7,NA,NA
"592","CAN",2011,NA,NA,11,4.9,3.7,5.7,NA,NA
"593","CAN",2012,NA,NA,11,4.9,3.7,5.6,NA,NA
"594","CAN",2013,NA,NA,11,4.8,3.6,5.5,NA,NA
"595","CAN",2014,NA,NA,11,4.7,3.6,5.4,NA,NA
"596","CAN",2015,NA,NA,11,4.7,3.6,5.4,NA,NA
"597","CAN",2016,NA,NA,10,4.6,3.5,5.3,NA,NA
"598","CAN",2017,NA,NA,10,4.6,3.4,5.2,NA,NA
"599","CAN",2018,NA,NA,NA,4.5,3.3,5.1,NA,NA
"600","CAN",2019,NA,NA,NA,4.4,3.3,5.1,NA,NA
"601","CHE",2000,NA,NA,7,4.7,3.5,5.6,NA,NA
"602","CHE",2001,NA,NA,7,4.6,3.5,5.5,NA,NA
"603","CHE",2002,NA,NA,7,4.5,3.4,5.4,NA,NA
"604","CHE",2003,NA,NA,7,4.5,3.4,5.3,NA,NA
"605","CHE",2004,NA,NA,7,4.4,3.3,5.2,NA,NA
"606","CHE",2005,NA,NA,7,4.3,3.3,5.1,NA,NA
"607","CHE",2006,NA,NA,7,4.2,3.3,4.9,NA,NA
"608","CHE",2007,NA,NA,6,4.1,3.2,4.8,NA,NA
"609","CHE",2008,NA,NA,6,4,3.2,4.7,NA,NA
"610","CHE",2009,NA,NA,6,4,3.2,4.6,NA,NA
"611","CHE",2010,NA,NA,6,3.9,3.2,4.6,NA,NA
"612","CHE",2011,NA,NA,6,3.9,3.1,4.5,NA,NA
"613","CHE",2012,NA,NA,6,3.8,3.1,4.4,NA,NA
"614","CHE",2013,NA,NA,6,3.8,3,4.4,NA,NA
"615","CHE",2014,NA,NA,5,3.8,3,4.3,NA,NA
"616","CHE",2015,NA,NA,5,3.7,3,4.3,NA,NA
"617","CHE",2016,NA,NA,5,3.7,2.9,4.2,NA,NA
"618","CHE",2017,NA,NA,5,3.6,2.9,4.2,NA,NA
"619","CHE",2018,NA,NA,NA,3.6,2.9,4.1,NA,NA
"620","CHE",2019,NA,NA,NA,3.6,2.8,4,NA,NA
"621","CHL",2000,NA,NA,31,9.2,5.7,10.9,NA,NA
"622","CHL",2001,NA,NA,32,8.7,5.4,10.3,NA,NA
"623","CHL",2002,NA,NA,28,8.3,5.3,9.8,NA,NA
"624","CHL",2003,NA,NA,27,8.1,5.3,9.5,NA,NA
"625","CHL",2004,NA,NA,27,7.9,5.4,9.3,NA,NA
"626","CHL",2005,NA,NA,25,7.7,5.4,9.1,1,0
"627","CHL",2006,NA,NA,25,7.6,5.5,9,NA,NA
"628","CHL",2007,NA,NA,23,7.6,5.4,8.9,1,0
"629","CHL",2008,NA,NA,21,7.6,5.3,8.9,NA,NA
"630","CHL",2009,NA,NA,21,7.5,5.3,8.8,NA,NA
"631","CHL",2010,NA,NA,20,7.4,5.3,8.7,1,0
"632","CHL",2011,NA,NA,18,7.3,5.3,8.5,NA,NA
"633","CHL",2012,NA,NA,17,7.2,5.3,8.4,1,0
"634","CHL",2013,NA,NA,16,7.1,5.3,8.3,NA,NA
"635","CHL",2014,NA,NA,15,6.9,5.2,8.1,1,0
"636","CHL",2015,NA,NA,14,6.7,5.1,7.9,1,0
"637","CHL",2016,NA,NA,13,6.5,5,7.7,NA,NA
"638","CHL",2017,NA,NA,13,6.4,4.9,7.4,NA,NA
"639","CHL",2018,NA,NA,NA,6.2,4.7,7.2,NA,NA
"640","CHL",2019,NA,NA,NA,6,4.5,7,1,0
"641","CHN",2000,0,0,59,29.9,21.4,36.7,1,1
"642","CHN",2001,NA,NA,55,27.8,19.9,34.1,1,1
"643","CHN",2002,NA,NA,51,25.6,18.4,31.5,1,1
"644","CHN",2003,NA,NA,48,23.4,16.9,28.8,1,1
"645","CHN",2004,NA,NA,46,21.4,15.3,26.3,1,0
"646","CHN",2005,NA,NA,44,19.4,13.9,24,1,1
"647","CHN",2006,1,1,42,17.7,12.5,21.9,1,1
"648","CHN",2007,NA,NA,40,16.2,11.3,20.1,1,0
"649","CHN",2008,0,0,40,14.8,10.2,18.5,1,1
"650","CHN",2009,1,1,37,13.6,9.2,17,1,1
"651","CHN",2010,1,1,36,12.5,8.4,15.8,1,1
"652","CHN",2011,NA,NA,34,11.5,7.6,14.6,1,0
"653","CHN",2012,NA,NA,33,10.6,7,13.5,1,0
"654","CHN",2013,NA,NA,32,9.8,6.4,12.5,1,1
"655","CHN",2014,NA,NA,31,9,5.8,11.6,1,1
"656","CHN",2015,NA,NA,30,8.3,5.3,10.7,1,1
"657","CHN",2016,1,1,29,7.6,4.9,9.9,1,1
"658","CHN",2017,NA,NA,29,7,4.5,9.2,1,1
"659","CHN",2018,1,1,NA,6.4,4.1,8.5,1,0
"660","CHN",2019,NA,NA,NA,5.9,3.7,7.9,1,0
"661","CIV",2000,0,0,704,95.6,45.8,143.3,NA,NA
"662","CIV",2001,1,1,706,93.7,45.2,140.1,NA,NA
"663","CIV",2002,1,1,713,91.6,44.6,136.7,NA,NA
"664","CIV",2003,1,1,711,89.6,44,133.1,NA,NA
"665","CIV",2004,1,1,709,87.5,43.4,129.5,NA,NA
"666","CIV",2005,1,1,704,85.2,42.7,125.6,NA,NA
"667","CIV",2006,1,1,699,83.4,42,122,NA,NA
"668","CIV",2007,1,1,698,81.1,41.3,118.2,NA,NA
"669","CIV",2008,1,1,694,78.7,40.6,114.2,NA,NA
"670","CIV",2009,1,1,700,76.6,40,109.9,NA,NA
"671","CIV",2010,1,1,701,74.7,39.3,106.3,NA,NA
"672","CIV",2011,1,1,703,72.9,38.7,103.1,NA,NA
"673","CIV",2012,1,1,702,71,38,100.1,NA,NA
"674","CIV",2013,1,1,691,69.1,37.4,97,NA,NA
"675","CIV",2014,1,1,676,67.3,36.8,93.6,NA,NA
"676","CIV",2015,NA,NA,658,65.7,36.2,90.8,NA,NA
"677","CIV",2016,NA,NA,636,64.4,35.6,88.4,NA,NA
"678","CIV",2017,1,1,617,62.9,35,86,NA,NA
"679","CIV",2018,NA,NA,NA,61.3,34.5,83.2,NA,NA
"680","CIV",2019,NA,NA,NA,59.4,33.9,80.3,NA,NA
"681","CMR",2000,NA,NA,886,87.6,35.6,143.9,NA,NA
"682","CMR",2001,1,1,844,85.8,34.8,140.9,0,1
"683","CMR",2002,0,0,803,83.7,34.1,137.5,NA,NA
"684","CMR",2003,NA,NA,771,81.7,33.7,134,NA,NA
"685","CMR",2004,NA,NA,732,79.7,33.5,130.6,NA,NA
"686","CMR",2005,0,0,692,78.1,33.2,127.5,0,1
"687","CMR",2006,0,0,658,76.2,33,124.2,NA,NA
"688","CMR",2007,NA,NA,635,74.6,32.7,121,NA,NA
"689","CMR",2008,NA,NA,618,72.7,32.4,117.6,NA,NA
"690","CMR",2009,0,0,606,71.1,32,114.3,NA,NA
"691","CMR",2010,0,0,597,68.6,31.7,110.1,NA,NA
"692","CMR",2011,NA,NA,589,66.6,31.3,105.8,NA,NA
"693","CMR",2012,NA,NA,580,64.2,30.9,101.3,0,1
"694","CMR",2013,NA,NA,567,61.6,30.4,96.7,NA,NA
"695","CMR",2014,1,1,564,59.5,29.9,92.4,NA,NA
"696","CMR",2015,1,1,554,57,29.3,88,NA,NA
"697","CMR",2016,1,1,538,55.2,28.7,84.2,NA,NA
"698","CMR",2017,1,1,529,53.2,28,80.6,NA,NA
"699","CMR",2018,1,1,NA,51.3,27.4,77.3,NA,NA
"700","CMR",2019,1,1,NA,49.9,26.8,74.7,NA,NA
"701","COD",2000,1,1,760,106.5,38.4,159.3,NA,NA
"702","COD",2001,1,1,740,104.4,38,154.9,NA,NA
"703","COD",2002,1,1,734,102.2,37.6,150.4,NA,NA
"704","COD",2003,1,1,699,99.9,37.2,145.7,NA,NA
"705","COD",2004,1,1,661,97.5,36.6,140.9,NA,NA
"706","COD",2005,1,1,627,95.2,36,136.1,1,0
"707","COD",2006,1,1,598,92.8,35.3,131.4,NA,NA
"708","COD",2007,1,1,578,90.4,34.5,126.7,NA,NA
"709","COD",2008,1,1,565,88.1,33.8,122.3,1,0
"710","COD",2009,1,1,555,85.8,33,118,NA,NA
"711","COD",2010,1,1,542,83.5,32.3,113.8,NA,NA
"712","COD",2011,1,1,532,81.3,31.7,109.9,NA,NA
"713","COD",2012,1,1,524,79.1,31.1,106.1,NA,NA
"714","COD",2013,1,1,514,77,30.6,102.5,NA,NA
"715","COD",2014,1,1,500,75,30,99.2,NA,NA
"716","COD",2015,1,1,490,73,29.5,95.9,1,0
"717","COD",2016,1,1,481,71.1,29,92.8,NA,NA
"718","COD",2017,1,1,473,69.1,28.5,89.6,NA,NA
"719","COD",2018,1,1,NA,67.3,27.9,86.6,NA,NA
"720","COD",2019,1,1,NA,65.5,27.3,83.8,NA,NA
"721","COG",2000,1,1,739,72.4,30.7,114.1,NA,NA
"722","COG",2001,NA,NA,752,70.7,30.2,111.1,NA,NA
"723","COG",2002,1,1,769,68,29.5,106.2,NA,NA
"724","COG",2003,1,1,757,64.6,28.6,100.2,NA,NA
"725","COG",2004,1,1,724,60.7,27.5,93.3,NA,NA
"726","COG",2005,NA,NA,677,56.8,26.5,86.4,NA,NA
"727","COG",2006,1,1,623,53.1,25.4,79.8,NA,NA
"728","COG",2007,NA,NA,580,49.8,24.5,74,NA,NA
"729","COG",2008,1,1,552,46.9,23.7,69,NA,NA
"730","COG",2009,1,1,526,44.7,23,65,NA,NA
"731","COG",2010,NA,NA,506,43,22.5,62,NA,NA
"732","COG",2011,NA,NA,488,41.7,22.1,59.7,NA,NA
"733","COG",2012,1,1,468,40.7,21.8,57.9,NA,NA
"734","COG",2013,1,1,449,39.7,21.4,56.2,NA,NA
"735","COG",2014,NA,NA,433,38.7,21.1,54.4,NA,NA
"736","COG",2015,NA,NA,416,37.6,20.7,52.6,NA,NA
"737","COG",2016,0,0,397,36.6,20.2,50.8,NA,NA
"738","COG",2017,1,1,378,35.6,19.9,49.1,NA,NA
"739","COG",2018,1,1,NA,34.7,19.4,47.6,NA,NA
"740","COG",2019,NA,NA,NA,35.9,19.1,52.5,NA,NA
"741","COL",2000,1,1,94,21.2,13.5,25.1,1,0
"742","COL",2001,1,1,93,20.6,13.1,24.3,NA,NA
"743","COL",2002,1,1,92,19.9,12.7,23.5,NA,NA
"744","COL",2003,1,1,88,19.4,12.4,22.8,NA,NA
"745","COL",2004,1,1,85,18.9,12,22.1,1,0
"746","COL",2005,1,1,83,18.3,11.7,21.5,NA,NA
"747","COL",2006,1,1,82,17.8,11.3,20.8,NA,NA
"748","COL",2007,1,1,83,17.2,11,20.2,1,0
"749","COL",2008,1,1,84,16.7,10.6,19.5,1,0
"750","COL",2009,1,1,87,16.2,10.3,18.9,NA,NA
"751","COL",2010,1,1,85,15.7,10,18.3,NA,NA
"752","COL",2011,1,1,84,15.2,9.6,17.7,NA,NA
"753","COL",2012,1,1,85,14.7,9.3,17.1,NA,NA
"754","COL",2013,1,1,85,14.3,9,16.6,1,0
"755","COL",2014,1,1,85,13.8,8.7,16,NA,NA
"756","COL",2015,1,1,85,13.4,8.4,15.5,1,1
"757","COL",2016,1,1,84,12.9,8.2,15,NA,NA
"758","COL",2017,1,1,83,12.5,7.9,14.6,NA,NA
"759","COL",2018,1,1,NA,12.1,7.7,14.1,NA,NA
"760","COL",2019,1,1,NA,11.7,7.4,13.6,NA,NA
"761","COM",2000,NA,NA,444,72.4,40.8,100.6,NA,NA
"762","COM",2001,NA,NA,437,72.1,40.7,100.2,NA,NA
"763","COM",2002,NA,NA,429,72,40.5,100.1,NA,NA
"764","COM",2003,NA,NA,423,71.7,40.3,99.6,NA,NA
"765","COM",2004,NA,NA,414,71,40.1,98.5,NA,NA
"766","COM",2005,NA,NA,404,69.8,39.7,96.7,NA,NA
"767","COM",2006,NA,NA,393,68.4,39.2,94.4,NA,NA
"768","COM",2007,NA,NA,382,66.8,38.6,91.9,NA,NA
"769","COM",2008,NA,NA,370,65.3,38,89.5,NA,NA
"770","COM",2009,NA,NA,356,63.7,37.3,86.9,NA,NA
"771","COM",2010,NA,NA,341,62.2,36.6,84.6,NA,NA
"772","COM",2011,NA,NA,326,60.5,35.8,82,NA,NA
"773","COM",2012,NA,NA,313,58.9,35.1,79.4,NA,NA
"774","COM",2013,NA,NA,302,57.2,34.5,76.9,NA,NA
"775","COM",2014,NA,NA,293,55.8,33.6,74.7,1,0
"776","COM",2015,NA,NA,285,54.4,32.9,72.3,NA,NA
"777","COM",2016,NA,NA,279,53,32.1,70.1,NA,NA
"778","COM",2017,NA,NA,273,51.5,31.3,67.9,NA,NA
"779","COM",2018,NA,NA,NA,50.1,30.5,65.7,NA,NA
"780","COM",2019,NA,NA,NA,48.7,29.8,63.5,NA,NA
"781","CPV",2000,NA,NA,118,31.1,18.1,38.1,NA,NA
"782","CPV",2001,NA,NA,109,28.4,17,34.4,NA,NA
"783","CPV",2002,NA,NA,101,26.3,16,31.6,0,1
"784","CPV",2003,NA,NA,96,24.8,15.4,29.8,NA,NA
"785","CPV",2004,NA,NA,91,24,15.1,28.6,NA,NA
"786","CPV",2005,NA,NA,86,23.5,15.1,28.1,NA,NA
"787","CPV",2006,NA,NA,82,23.4,15.3,27.9,NA,NA
"788","CPV",2007,NA,NA,78,23.3,15.4,27.8,NA,NA
"789","CPV",2008,NA,NA,75,23.1,15.6,27.5,NA,NA
"790","CPV",2009,NA,NA,72,22.7,15.5,27,NA,NA
"791","CPV",2010,NA,NA,70,22.1,15.3,26.3,NA,NA
"792","CPV",2011,NA,NA,67,21.3,14.9,25.2,NA,NA
"793","CPV",2012,NA,NA,65,20.3,14.3,24,NA,NA
"794","CPV",2013,NA,NA,63,19.2,13.5,22.5,NA,NA
"795","CPV",2014,NA,NA,62,17.9,12.6,21,NA,NA
"796","CPV",2015,NA,NA,61,16.7,11.8,19.5,NA,NA
"797","CPV",2016,NA,NA,59,15.5,10.9,18.1,NA,NA
"798","CPV",2017,NA,NA,58,14.5,10.2,16.8,0,1
"799","CPV",2018,NA,NA,NA,13.6,9.6,15.8,NA,NA
"800","CPV",2019,NA,NA,NA,12.8,9,14.9,NA,NA
"801","CRI",2000,NA,NA,40,11.1,7.7,13.1,NA,NA
"802","CRI",2001,NA,NA,37,10.5,7.5,12.6,NA,NA
"803","CRI",2002,NA,NA,38,10.1,7.3,12.1,NA,NA
"804","CRI",2003,NA,NA,37,10,7.2,11.8,1,0
"805","CRI",2004,NA,NA,36,9.9,7.1,11.5,1,0
"806","CRI",2005,NA,NA,33,9.9,7.1,11.3,NA,NA
